task,metric,n_paired,delta,delta_lo,delta_hi,delta_se,p_boot,family,model_s,k_hi,k_lo,model_hi,model_lo,sig,q_cot,gain,gain_lo,gain_hi,ceiling_bm25,ceiling_recency,resolved,n_boot,seed
LaMP-5,rouge_1,99,-0.01640289559626973,-0.04892195910679064,0.014921469251966055,0.01628353307395068,0.308,signal_step,opus,16.0,8.0,opus,opus,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.007490770430743698,-0.017433725606210534,0.03373569603716496,0.013169002577023829,0.572,signal_step,opus,32.0,16.0,opus,opus,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,-0.020618556701030966,-0.10309278350515466,0.061855670103092786,0.04390991464612826,0.73,compute_at_fixed_k,sonnet-haiku,0.0,0.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,-0.020202020202020166,-0.10101010101010105,0.06085858585858454,0.04370649085354664,0.735,compute_at_fixed_k,opus-haiku,0.0,0.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,0.010309278350515483,-0.061855670103092786,0.0824742268041237,0.03482660700272412,0.878,compute_at_fixed_k,opus-sonnet,0.0,0.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,-0.030612244897959162,-0.11224489795918363,0.05102040816326531,0.040076831334524235,0.55,compute_at_fixed_k,sonnet-haiku,1.0,1.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,-0.02020202020202022,-0.09090909090909094,0.0505050505050505,0.03498969680678565,0.692,compute_at_fixed_k,opus-haiku,1.0,1.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.020408163265306145,-0.05102040816326531,0.09183673469387754,0.03592082558845592,0.685,compute_at_fixed_k,opus-sonnet,1.0,1.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.010204081632653073,-0.08163265306122447,0.10204081632653061,0.04489985132365929,0.916,compute_at_fixed_k,sonnet-haiku,2.0,2.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,0.02020202020202022,-0.06060606060606061,0.101010101010101,0.040566114718019096,0.688,compute_at_fixed_k,opus-haiku,2.0,2.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.010204081632653073,-0.05102040816326536,0.07142857142857151,0.033717563924214974,0.889,compute_at_fixed_k,opus-sonnet,2.0,2.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.09183673469387754,-0.010204081632653073,0.1938775510204081,0.05047678217326128,0.08,compute_at_fixed_k,sonnet-haiku,4.0,4.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,0.09090909090909083,0.0,0.18181818181818177,0.04407724887069172,0.053,compute_at_fixed_k,opus-haiku,4.0,4.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.010204081632653073,-0.061224489795918324,0.08163265306122447,0.03676727934184175,0.922,compute_at_fixed_k,opus-sonnet,4.0,4.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.08163265306122458,-0.010204081632653073,0.18367346938775508,0.049290198778513816,0.102,compute_at_fixed_k,sonnet-haiku,8.0,8.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,0.02020202020202022,-0.07070707070707072,0.11111111111111105,0.046792285487147846,0.768,compute_at_fixed_k,opus-haiku,8.0,8.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,-0.05102040816326536,-0.13265306122448983,0.030612244897959107,0.04053727310419285,0.241,compute_at_fixed_k,opus-sonnet,8.0,8.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,-0.006311803071744171,-0.10130773361976365,0.08889152735562293,0.04853172218974463,0.882,compute_at_fixed_k,sonnet-haiku,16.0,16.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,-0.006287363430220627,-0.0976087404658833,0.08080808080808077,0.0460686196126894,0.896,compute_at_fixed_k,opus-haiku,16.0,16.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.010204081632653073,-0.061224489795918435,0.08163265306122447,0.03726668784812855,0.888,compute_at_fixed_k,opus-sonnet,16.0,16.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,0.061224489795918324,-0.04081632653061218,0.16326530612244905,0.05146691835198109,0.287,compute_at_fixed_k,sonnet-haiku,32.0,32.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,-0.030303030303030276,-0.14141414141414144,0.07070707070707072,0.05656286808071151,0.648,compute_at_fixed_k,opus-haiku,32.0,32.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,98,-0.08163265306122447,-0.16352040816326535,0.0,0.04271882704619208,0.068,compute_at_fixed_k,opus-sonnet,32.0,32.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,94,-0.09447870607038689,-0.15636343035679792,0.002313720915966216,0.042487950299833634,0.06,compute_at_fixed_k,sonnet-haiku,0.0,0.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,-0.09918280177568106,-0.1735818611858855,0.01736067494235859,0.049332791923468504,0.119,compute_at_fixed_k,opus-haiku,0.0,0.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,94,0.0020249125871816265,-0.04880817483998422,0.054900463204281456,0.026791125707049286,0.987,compute_at_fixed_k,opus-sonnet,0.0,0.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,95,0.016507932785022605,-0.056460790276749884,0.10053669334299377,0.04012683610106545,0.609,compute_at_fixed_k,sonnet-haiku,1.0,1.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,-0.011609493962435158,-0.0760801429453259,0.06790257398998731,0.036611413953657045,0.871,compute_at_fixed_k,opus-haiku,1.0,1.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,95,-0.029630240760271764,-0.08836853591112599,0.027024317987441815,0.029916642169771468,0.346,compute_at_fixed_k,opus-sonnet,1.0,1.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,90,0.03267146246273378,-0.0343995451025939,0.09819341381292597,0.034418447225335796,0.355,compute_at_fixed_k,sonnet-haiku,2.0,2.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,90,0.012656380270232248,-0.05134985467665492,0.07432948197679798,0.03187714462319674,0.727,compute_at_fixed_k,opus-haiku,2.0,2.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,-0.014139171786230642,-0.09561721920666272,0.06785250166313132,0.041675526550603546,0.769,compute_at_fixed_k,opus-sonnet,2.0,2.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,93,0.04647158941276591,-0.02511514903191013,0.11498766161543657,0.03560482995592902,0.2,compute_at_fixed_k,sonnet-haiku,4.0,4.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,0.05959196200946565,-0.020731154076425975,0.13319011515381537,0.04009836990364609,0.175,compute_at_fixed_k,opus-haiku,4.0,4.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,93,0.03716962399889223,-0.052121524113074885,0.1252318901348743,0.044964526698950215,0.496,compute_at_fixed_k,opus-sonnet,4.0,4.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,0.0726830416613698,0.005210390025178667,0.1397083216304389,0.035364017390194395,0.032,compute_at_fixed_k,sonnet-haiku,8.0,8.0,sonnet,haiku,,,,,,,,1,2000,12345
LaMP-2,macro_f1,99,0.07856659051705495,0.0038921255902679658,0.14533332253575632,0.03610238583103539,0.041,compute_at_fixed_k,opus-haiku,8.0,8.0,opus,haiku,,,,,,,,1,2000,12345
LaMP-2,macro_f1,99,0.00588354885568515,-0.05889141528503486,0.0668265735938277,0.03209238455819001,0.892,compute_at_fixed_k,opus-sonnet,8.0,8.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,0.05329181092338986,-0.016379491070875118,0.12429961415272588,0.036730507821523845,0.152,compute_at_fixed_k,sonnet-haiku,16.0,16.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,0.016605948711211904,-0.05284410195998925,0.09297428983940603,0.03783022256524506,0.626,compute_at_fixed_k,opus-haiku,16.0,16.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,-0.036685862212177955,-0.08949238367046183,0.025855092721378956,0.029825325765962377,0.264,compute_at_fixed_k,opus-sonnet,16.0,16.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,98,0.07411239617121967,0.00721539211544064,0.14536393695654898,0.03524976284422415,0.028,compute_at_fixed_k,sonnet-haiku,32.0,32.0,sonnet,haiku,,,,,,,,1,2000,12345
LaMP-2,macro_f1,99,0.05763465104286669,-0.014362281096706982,0.13112570678352808,0.036519254595145274,0.106,compute_at_fixed_k,opus-haiku,32.0,32.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-2,macro_f1,98,-0.019545185037898205,-0.0999380915080841,0.060193570811616866,0.04137033679570547,0.595,compute_at_fixed_k,opus-sonnet,32.0,32.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,98,-0.19387755102040816,-0.29591836734693877,-0.10204081632653061,0.04918932415176127,0.0005,compute_at_fixed_k,sonnet-haiku,0.0,0.0,sonnet,haiku,,,,,,,,1,2000,12345
LaMP-3,mae,99,-0.1717171717171717,-0.2828282828282828,-0.08080808080808077,0.05192227260412126,0.0005,compute_at_fixed_k,opus-haiku,0.0,0.0,opus,haiku,,,,,,,,1,2000,12345
LaMP-3,mae,98,0.02040816326530609,-0.03061224489795919,0.07142857142857145,0.0280450285106131,0.598,compute_at_fixed_k,opus-sonnet,0.0,0.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.06060606060606058,-0.13131313131313133,0.0,0.034536364098061836,0.096,compute_at_fixed_k,sonnet-haiku,1.0,1.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.04040404040404039,-0.12121212121212122,0.04040404040404039,0.04027674318003729,0.369,compute_at_fixed_k,opus-haiku,1.0,1.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,0.020202020202020193,-0.050505050505050525,0.09090909090909094,0.03754649965947377,0.692,compute_at_fixed_k,opus-sonnet,1.0,1.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,97,-0.0824742268041237,-0.1443298969072165,-0.020618556701030938,0.03192154436546113,0.012,compute_at_fixed_k,sonnet-haiku,2.0,2.0,sonnet,haiku,,,,,,,,1,2000,12345
LaMP-3,mae,99,-0.07070707070707075,-0.1414141414141414,-0.01010101010101011,0.03294465234567119,0.035,compute_at_fixed_k,opus-haiku,2.0,2.0,opus,haiku,,,,,,,,1,2000,12345
LaMP-3,mae,97,0.010309278350515455,-0.041237113402061876,0.061855670103092786,0.028028244266202467,0.845,compute_at_fixed_k,opus-sonnet,2.0,2.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.06060606060606061,-0.1515151515151515,0.01010101010101011,0.042220936218192645,0.156,compute_at_fixed_k,sonnet-haiku,4.0,4.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.06060606060606061,-0.13131313131313133,0.0,0.03470600897772112,0.089,compute_at_fixed_k,opus-haiku,4.0,4.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,0.0,-0.040404040404040414,0.04040404040404039,0.020191888859804222,1.0,compute_at_fixed_k,opus-sonnet,4.0,4.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.030303030303030304,-0.08080808080808081,0.020202020202020193,0.026373411586659186,0.321,compute_at_fixed_k,sonnet-haiku,8.0,8.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.010101010101010083,-0.06060606060606058,0.030303030303030304,0.02276358568187065,0.801,compute_at_fixed_k,opus-haiku,8.0,8.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,0.02020202020202022,-0.020202020202020193,0.06060606060606061,0.019989358240544323,0.457,compute_at_fixed_k,opus-sonnet,8.0,8.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.07070707070707069,-0.1616161616161616,0.010101010101010097,0.04303954552699655,0.106,compute_at_fixed_k,sonnet-haiku,16.0,16.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,-0.04040404040404039,-0.10101010101010102,0.02020202020202022,0.0325358718873922,0.272,compute_at_fixed_k,opus-haiku,16.0,16.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,0.030303030303030304,-0.030303030303030304,0.09090909090909091,0.032925710352028646,0.442,compute_at_fixed_k,opus-sonnet,16.0,16.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,98,-0.010204081632653073,-0.06122448979591838,0.04081632653061225,0.027350517375404594,0.842,compute_at_fixed_k,sonnet-haiku,32.0,32.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,99,0.01010101010101011,-0.05050505050505051,0.0808080808080808,0.03399213090373263,0.878,compute_at_fixed_k,opus-haiku,32.0,32.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-3,mae,98,0.020408163265306117,-0.05102040816326529,0.09183673469387756,0.0352341270968474,0.666,compute_at_fixed_k,opus-sonnet,32.0,32.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.03493747306612127,0.0016734902356284592,0.06702871821325036,0.016849921161984593,0.042,compute_at_fixed_k,sonnet-haiku,0.0,0.0,sonnet,haiku,,,,,,,,1,2000,12345
LaMP-5,rouge_1,99,0.053034893606432154,0.015884967184953237,0.09036067120810473,0.019018813737023403,0.005,compute_at_fixed_k,opus-haiku,0.0,0.0,opus,haiku,,,,,,,,1,2000,12345
LaMP-5,rouge_1,99,0.018097420540310882,-0.015773587371487617,0.05271016541649833,0.017535736433988147,0.301,compute_at_fixed_k,opus-sonnet,0.0,0.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.01641430709431352,-0.019898932935941603,0.05419379139694946,0.018744175314459155,0.377,compute_at_fixed_k,sonnet-haiku,1.0,1.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.027666537623408816,-0.0132872826220778,0.06970831732044551,0.021656243668152195,0.203,compute_at_fixed_k,opus-haiku,1.0,1.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.011252230529095297,-0.02882512447623188,0.048474601477050724,0.02007358122782302,0.589,compute_at_fixed_k,opus-sonnet,1.0,1.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.024042570523771012,-0.020820516318393004,0.06883736869052064,0.022869103121557363,0.31,compute_at_fixed_k,sonnet-haiku,2.0,2.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.03364776482454812,-0.006466808785131225,0.07463781983636088,0.020689703722687358,0.105,compute_at_fixed_k,opus-haiku,2.0,2.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.009605194300777109,-0.030225984890747706,0.053979714132188356,0.02129191489541323,0.647,compute_at_fixed_k,opus-sonnet,2.0,2.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.019265297287625827,-0.060236641710959174,0.021431503828164007,0.020752888437676333,0.376,compute_at_fixed_k,opus-sonnet,4.0,4.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.01740745487748424,-0.023620475186395717,0.06032245969264392,0.021491432006001294,0.467,compute_at_fixed_k,sonnet-haiku,8.0,8.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.02095684183939872,-0.017139538434592108,0.057334564925389866,0.01939731250364905,0.27,compute_at_fixed_k,opus-haiku,8.0,8.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.0035493869619144802,-0.03615369825347778,0.04264342393418661,0.019999258715132955,0.832,compute_at_fixed_k,opus-sonnet,8.0,8.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.03208893820705838,-0.009411204991504002,0.07445724647939443,0.021380945551672657,0.138,compute_at_fixed_k,sonnet-haiku,16.0,16.0,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,0.009518674922558923,-0.03274056353264069,0.051333158618891386,0.020975102817390345,0.656,compute_at_fixed_k,opus-haiku,16.0,16.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.02257026328449946,-0.06727484473140108,0.022811132308451852,0.022667116532008393,0.344,compute_at_fixed_k,opus-sonnet,16.0,16.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,98,0.05327756088049568,0.01832824450804841,0.08985204892485137,0.019034116938688617,0.003,compute_at_fixed_k,sonnet-haiku,32.0,32.0,sonnet,haiku,,,,,,,,1,2000,12345
LaMP-5,rouge_1,99,0.022092050516299644,-0.01508021303629037,0.061128406048742846,0.019704191595316747,0.257,compute_at_fixed_k,opus-haiku,32.0,32.0,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,98,-0.031184346807683172,-0.07273275535274333,0.0066228941834713005,0.01985105054876959,0.095,compute_at_fixed_k,opus-sonnet,32.0,32.0,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,0.111111111111111,0.0,0.2222222222222222,0.05544946554453921,0.052,interaction_DiD,opus-haiku,4.0,,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,0.04040404040404039,-0.08080808080808088,0.15151515151515155,0.06063113108984276,0.573,interaction_DiD,opus-haiku,8.0,,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,0.013914656771799538,-0.10689033189033187,0.12605648319934026,0.05878716560946656,0.853,interaction_DiD,opus-haiku,16.0,,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,-0.01010101010101011,-0.15151515151515155,0.1111111111111111,0.0665764731616039,0.886,interaction_DiD,opus-haiku,32.0,,opus,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,0.10309278350515472,-0.010309278350515538,0.21649484536082475,0.06036182293751893,0.099,interaction_DiD,sonnet-haiku,4.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,0.09278350515463918,-0.030927835051546393,0.21649484536082464,0.06227848441047242,0.148,interaction_DiD,sonnet-haiku,8.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,0.0038659793814432852,-0.11548562126966899,0.11821520618556661,0.060091120240811716,0.98,interaction_DiD,sonnet-haiku,16.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,0.07216494845360832,-0.0515463917525773,0.1855670103092784,0.06287564761959809,0.291,interaction_DiD,sonnet-haiku,32.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,-5.551115123125783e-17,-0.09278350515463918,0.09278350515463912,0.04634418551957085,1.0,interaction_DiD,opus-sonnet,4.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,-0.06185567010309273,-0.16494845360824745,0.05154639175257725,0.053782545564007155,0.271,interaction_DiD,opus-sonnet,8.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,5.551115123125783e-17,-0.09278350515463918,0.09278350515463918,0.04698173973272121,1.0,interaction_DiD,opus-sonnet,16.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,97,-0.09278350515463923,-0.19587628865979378,0.010309278350515427,0.05171380784722964,0.08,interaction_DiD,opus-sonnet,32.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,99,0.1587747637851467,0.007379436818736351,0.2637402929599719,0.0650245407825814,0.035,interaction_DiD,opus-haiku,4.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,99,0.177749392292736,0.03324933385236564,0.2712059595122533,0.06092638957586617,0.01,interaction_DiD,opus-haiku,8.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,99,0.11578875048689297,0.0032952609675363006,0.1985302874826077,0.05032051952348723,0.047,interaction_DiD,opus-haiku,16.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,99,0.15681745281854775,0.022361460566346147,0.24900971440479147,0.0585507733098576,0.016,interaction_DiD,opus-haiku,32.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,88,0.12857392010617835,0.0020342877340394742,0.20678801927603555,0.05276785071407934,0.042,interaction_DiD,sonnet-haiku,4.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,94,0.15106130591924055,0.02993229048787017,0.22472582194297355,0.05011568884500241,0.006,interaction_DiD,sonnet-haiku,8.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,94,0.14457375503540493,0.026888860199168883,0.2201338042425692,0.04961392708563374,0.005,interaction_DiD,sonnet-haiku,16.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,93,0.1668205834122643,0.048639648348680634,0.2521544563164989,0.052410935607479295,0.002,interaction_DiD,sonnet-haiku,32.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-2,macro_f1,88,0.02955834850086958,-0.07788868819914775,0.13958262986147008,0.05501591321529472,0.61,interaction_DiD,opus-sonnet,4.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,94,0.011779791480680313,-0.07298814386825399,0.09899609761157942,0.04353369612361218,0.818,interaction_DiD,opus-sonnet,8.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,94,-0.02629804362501853,-0.09972381587128903,0.05734119820126234,0.03963146466204212,0.537,interaction_DiD,opus-sonnet,16.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-2,macro_f1,93,-0.008079405310858045,-0.10891766687282664,0.09267407755215876,0.05124159323263512,0.867,interaction_DiD,opus-sonnet,32.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,99,0.11111111111111108,0.010101010101010138,0.22222222222222218,0.05307635921932363,0.022,interaction_DiD,opus-haiku,4.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,99,0.16161616161616166,0.07070707070707066,0.2727272727272727,0.05269196247770611,0.0005,interaction_DiD,opus-haiku,8.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,99,0.13131313131313135,0.02020202020202022,0.2525252525252525,0.05918975117747753,0.02,interaction_DiD,opus-haiku,16.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,99,0.18181818181818185,0.06060606060606058,0.3232323232323232,0.06744509672243086,0.003,interaction_DiD,opus-haiku,32.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,98,0.13265306122448978,0.030357142857142826,0.23494897959183542,0.055385651902036495,0.019,interaction_DiD,sonnet-haiku,4.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,98,0.163265306122449,0.06122448979591838,0.2653061224489796,0.0522472938726386,0.002,interaction_DiD,sonnet-haiku,8.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,98,0.12244897959183673,0.010204081632653073,0.2346938775510204,0.0578609168919443,0.032,interaction_DiD,sonnet-haiku,16.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,97,0.1855670103092784,0.0824742268041237,0.2989690721649485,0.05725796521978669,0.0005,interaction_DiD,sonnet-haiku,32.0,,sonnet,haiku,*,,,,,,,1,2000,12345
LaMP-3,mae,98,-0.02040816326530609,-0.09183673469387753,0.041071428571427225,0.03513514096115844,0.62,interaction_DiD,opus-sonnet,4.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,98,2.7755575615628914e-17,-0.07142857142857142,0.06122448979591841,0.034732074912608164,1.0,interaction_DiD,opus-sonnet,8.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,98,0.0102040816326531,-0.07142857142857142,0.10204081632653061,0.04433614553239374,0.858,interaction_DiD,opus-sonnet,16.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-3,mae,97,0.0,-0.0927835051546392,0.0927835051546392,0.04922761448876247,1.0,interaction_DiD,opus-sonnet,32.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.03207805176703343,-0.06934880668200036,0.00340056546408999,0.018613572440407844,0.088,interaction_DiD,opus-haiku,8.0,,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.04351621868387323,-0.08707264751275291,-0.0018133650804766333,0.021155937729010487,0.041,interaction_DiD,opus-haiku,16.0,,opus,haiku,*,,,,,,,1,2000,12345
LaMP-5,rouge_1,99,-0.03094284309013251,-0.07419909645146613,0.014275968229234354,0.022381014940122738,0.163,interaction_DiD,opus-haiku,32.0,,opus,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.01753001818863703,-0.0660897983511966,0.03173654187960893,0.024095427622459958,0.446,interaction_DiD,sonnet-haiku,8.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.00284853485906289,-0.050761104884430946,0.04542852621997512,0.02449331891417953,0.867,interaction_DiD,sonnet-haiku,16.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,98,0.021384943531386813,-0.024326978349292712,0.06726087372616567,0.023511607769658185,0.363,interaction_DiD,sonnet-haiku,32.0,,sonnet,haiku,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.03736271782793671,-0.0848742714569267,0.012198119569103296,0.024288964742851197,0.138,interaction_DiD,opus-sonnet,4.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.014548033578396402,-0.06074706203060714,0.031294035069316016,0.02328799967626467,0.547,interaction_DiD,opus-sonnet,8.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,99,-0.04066768382481034,-0.08568533339609831,0.009702006620389543,0.02455921026376572,0.115,interaction_DiD,opus-sonnet,16.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-5,rouge_1,98,-0.049466434904527845,-0.09719693790623615,0.0001840036328505571,0.02477578319857437,0.053,interaction_DiD,opus-sonnet,32.0,,opus,sonnet,,,,,,,,0,2000,12345
LaMP-1,accuracy,99,-0.04040404040404039,-0.13131313131313133,0.0505050505050505,0.04635101202893224,0.453,cot_vs_direct,,0.0,,,,,0.40404040404040403,-0.04040404040404039,-0.13131313131313133,0.0505050505050505,,,0,2000,12345
LaMP-1,accuracy,99,0.06637806637806631,-0.046070820067310544,0.1842340935124439,0.05784384630202759,0.257,cot_vs_direct,,4.0,,,,,0.5714285714285714,0.06637806637806631,-0.046070820067310544,0.1842340935124439,,,0,2000,12345
LaMP-1,accuracy,99,-0.008330729980214446,-0.14078432178540692,0.1252733520774757,0.06801153296874414,0.927,cot_vs_direct,,32.0,,,,,0.5876288659793815,-0.008330729980214446,-0.14078432178540692,0.1252733520774757,,,0,2000,12345
LaMP-2,macro_f1,99,-0.08157100667936584,-0.15240170507034215,0.023809666151634625,0.046133394906393885,0.147,cot_vs_direct,,0.0,,,,,0.33843707977608906,-0.08157100667936584,-0.15240170507034215,0.023809666151634625,,,0,2000,12345
